,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
587,3266988,"""Teens Wanna Know"" AIDS Walk LA 2013 (2013)",2013,"Documentary, Talk-Show",Willie Pena,Willie Pena,"Raul Alonso-Evans (Himself - Guest), Corbin Bleu (Himself - Guest), Drew Carey (Himself - Guest), Raquel Castaneda (Herself - Guest), Peter Gallagher (Himself - Guest)",,,,,
588,3579152,"""Danny from L.A."" Miss DFLA 2013 (2013)",2013,"Comedy, Music, News, Talk-Show",,,"Danny Im, Kevin Shea",,,,,"This week on Danny From L.A., D and K keep you in the loop with another round of trending news on ""High Five."" Then, we crown our very first Miss DFLA from our Mnet Grammy Party 2013. And lastly, it's a battle of the wits between Danny and Kevin. See who has to chug down our mega nasty 'drink' on ""Pop Quiz Hot Shot."""
589,2756418,"""FTS Kids News"" NAACP Image Pre Gala 2013 (2013)",2013,"Short, News",,,"Jayda Brown (Reporter #36), Johntae Lipscomb (Reporter #32), Ruka Felicity Nagashima (Reporter), Valdi-Agaelle Belizaire (Reporter #12), Stacy-Love Belizaire (Reporter #12)",,,,,
590,3657734,"Kumbh Mela 2013: The Largest Human Festival Ever, The (2014) (V)",V,"Documentary, Short, Adventure",Vijay Shah,Vijay Shah,Vijay Shah,15,"UK, India",English,,In 2013 as I was traveling through India I was invited by a respected holy man to attend the largest human festival that has every occurred. I spent eight days and nights at the festival. The experience was one of the most impressive I have ever witnessed. This is the story of my journey and my impressions at this most extraordinary of festivals
591,2756422,"""FTS Kids News"" 44th NAACP Image Post Gala 2013 (2013)",2013,"Short, News",,,"Aliyah Royale (Reporter #37), Johntae Lipscomb (Reporter #32), Ruka Felicity Nagashima (Reporter), Valdi-Agaelle Belizaire (Reporter #12), Stacy-Love Belizaire (Reporter #12)",,,,,
592,3682020,"""DP/30: Conversations About Movies"" Ad?le Exarchopoulos follow-up on ""Blue Is The Warmest Color"" (LA 2013) (2013)",2013,Talk-Show,David Poland,,"Ad?le Exarchopoulos (Herself), James Cameron (Himself), Gary Oldman (Himself), Christian Bale (Himself), Tim Burton (Himself)",,,,,
593,3723878,"""Bonus Content"" Wizard World Philadelphia 2013 Featuring Government Cheaze (2013)",2013,Music,Paul Sanders,,"Chelsea Bianca (Cos-Bleez), Richard Blood (Himself), Jarrett Crippen (Himself), John D'Antonio (Cos-Stryfe), Bryan Danielson (Himself)",,,,,Government Cheaze invades Bonus Content with a music montage in photos of Wizard World Philly 2013. The music video was originally a second feature on Episode 5 of Creative Continuity featuring Len Wein
594,2823350,#Filmisinco (2012),2012,Short,"Henry Darrow McComas, James Drake","James Drake, Michael Haskins, Henry Darrow McComas, Jared Petsche","Jim Berger ('Himself'), Matt Dunn ('Himself'), Jasper Gray ('Himself'), Michael Haskins ('Himself'), John Hickenlooper ('Himself')",7,USA,English,,"On May 18th, 2012 at 10:30am, Governor Hickenlooper signed the new Colorado Film Bill and forever left an imprint in Colorodo's timeline. This short film, which premiered at the Colorado Film and Video Association's 30th anniversary, recounts the last seven months of change in the Colorado Film Industry and provides many reasons to shoot in this beautiful state. The film was made 100% by Colorado creatives at Crooked Lake Productions and 5K Insight and stars Colorado creatives"
595,3078452,#Firstdate (2013),2013,"Short, Comedy","Kevin Noel, Jeff Wong","Kevin Noel, Jeff Wong","Grant Blaylock (Fred), Jennifer Lyter (Carrie), Jeff Wong (The Waiter), Kevin Noel (The Waiter)",5,USA,English,,
596,3057656,#Fix (2013),2013,"Short, Comedy, Drama",Ryan Bergmann,Ryan Bergmann,"Manny Jacinto (Adam), Calida Kuzek (Carly), Paige McCulloch (Girl), Emma Rendell (Jackie), Kenny Wood-Schatz (Brent)",9,Canada,English,,"Jackie spends a Friday night with her group of party loving, recreational drug user friends. While she refuses to experiment with drugs, she finds a strikingly similar fixation with her cellular phone. But on the night of her boyfriend's DJ set, she finds herself in a vulnerable situation, forcing her to try something new"
597,2172985,"Art of the Steal, The (2013)",2013,"Comedy, Crime",Jonathan Sobol,Jonathan Sobol,"Kurt Russell (Crunch Calhoun), Matt Dillon (Nicky Calhoun), Jay Baruchel (Francie Tobin), Kenneth Welsh ('Uncle' Paddy MacCarthy), Chris Diamantopoulos (Guy de Cornet)",90,"Canada, USA",English,6.3 (13659 votes),"Crunch Calhoun (Kurt Russell), a third rate motorcycle daredevil and semi-reformed art thief, agrees to get back into the con game and pull off one final lucrative art theft with his untrustworthy brother, Nicky (Matt Dillon). Reassembling the old team, Crunch comes up with a plan to steal a priceless historical book, but the successful heist leads to another far riskier plan devised by Nicky. They fail to realize each other's separate agendas when their plan goes awry in this con movie about honor, revenge and the bonds of brotherhood"
598,1906329,As Cool as I Am (2013),2013,"Comedy, Drama",Max Mayer,"Pete Fromm, Virginia Korus Spragg","Sarah Bolger (Lucy Diamond), Thomas Mann (Kenny Crauder), James Marsden (Chuck Diamond), Claire Danes (Lainee Diamond), Seth Adkins (Scott Booker)",92,USA,English,5.8 (2922 votes),"Sixteen-year-old Lucy is a tomboy. She gets on well with her father but is frequently separated from him for months on end when he goes to work in Canada. Her relationship with her mother is easy-going and she takes care of most things around the house. She tunes into her sexuality and her not so 'stable' family dynamics. She develops a relationship with her best friend Kenny and starts to realize that her parents' marriage is not as solid as she had previously imagined. She notices that her father's extended stays away from the family are not typical, and that her mother does not pine for her father as much as she herself does"
599,2395216,"Fix, The (2013)",2013,"Short, Crime, Drama, Thriller",Ante Novakovic,"Ante Novakovic, Kresh Novakovic","Armand Assante (Vincent), Kresh Novakovic (Mike), Luca Pierucci (Steve), Peter Anthony Tambakis (Devil Dog), Joanna Lu (Deli Customer)",18,USA,English,6.5 (11 votes),"Redemption is a bullet away as two middling underworld associates and life-long friends quickly come to realize after failing their otherworldly crime figurehead (Vincent). Not being able to accomplish what was seemingly easy, they're offered clemency in the form of a note, redemption, but at what price?"
600,2774206,Fixed: The Science/Fiction of Human Enhancement (2013),2013,"Documentary, Drama, History, Sci-Fi",Regan Brashear,,"Patricia Berne (Herself), Fernanda Castelo (Herself), Hugh Herr (Himself), John Hockenberry (Himself), Gregor Wolbring (Himself)",61,"USA, Canada",English,7.6 (9 votes),"FIXED: The Science/Fiction of Human Enhancement questions commonly held beliefs about disability and normalcy by exploring technologies that promise to change our bodies and mind forever. Told primarily through the perspectives of five people with disabilities, a scientist, journalist, community organizer, bionics engineer and exoskeleton test pilot, FIXED takes a close look at the implications of emerging human enhancement technologies for the future of humanity"
601,3283382,"Fixer Upper Brothers Fix the Debt Ceiling, The (2013)",2013,"Short, Comedy",,,"Marshall Givens, Joe Hartzler, Drew Scott, Jonathan Silver Scott",,USA,English,,
602,2198521,"""Fix My Family"" (2013)",2013,Reality-TV,,,Tara Fields (Herself - Host),,USA,English,,
603,3006594,"""Big Fix, The"" (2013)",2013,Reality-TV,,,Marcus Lemonis (Specalist),,USA,English,,
604,3058516,"""Pop Fix, The"" (2013)",2013,News,,"Erin Darling, Jared Rudolph, Clay Conger",Erin Darling (Host / ...),,USA,English,,
605,3456222,Fixing Juvie Justice (2013) (TV),TV,Documentary,Karin Williams,"John B. Bredar, Karin Williams",,56,USA,English,,"The US locks up kids at alarming rates - 17% more than France for example. Is there a solution? An astonishing experiment is underway that takes the traditions of an indigenous culture from the southern hemisphere in an attempt to rescue young offenders from becoming repetitive criminals in their North American city. In this revealing and challenging special, we witness what happens when you apply the justice from the Maori people of New Zealand to the drama on the mean streets of Baltimore. The potential solution to help disenfranchised youth is both contemporary and innovative - but can it work?"
606,2708100,Fix It in Post (2013),2013,"Short, Action",Jeremy Hunt,Jeremy Hunt,"Reau Bher (Criminal #1), Ryan Dennee (Artist), Tony Dogs (Criminal #2), Jeremy Hunt (Director), Candice Nunes (Girlfriend)",,USA,English,,
607,3229670,We'll Fix You (2013),2013,Short,Zach Pizza,Zach Pizza,"Zach Pizza (Leo Falasco), Jazmin Chaidez (Sandra Falasco), Jessica Cyrell (Lead Guitarist), Tricia Lawley (Mrs. Larson), Grant Lawley (Mr. Larson)",,USA,English,,
608,3643980,"""Rick & Len Fix Sh!t in Your House"" (2013)",2013,Comedy,Mark Campbell,"Lisa Linke, Robyn LeAnn Scott","Lisa Linke (Len Wallace / ...), Robyn LeAnn Scott (Rick Wolf / ...)",,USA,English,,"Best friends and not-so-handymen Rick Wolf and Len Wallace attempt to fix several household owner issues on their local-access home improvement show in Brush, Nebraska. While the ladies may have broken tables, armoires, intercoms and more, their libidos seem to be working just fine around Len. Poor Rick demonstrates his capabilities to crawl into small spaces and take a beating from electricity, floors, angry clients and just about everything else"
609,3218598,Sans m?tro fixe (2013),2013,Drama,Jean Jonasson,Jean Jonasson,"Emilie de Preissac (Carolina), Martin Lauda, Julie Mauduech, Vincent Deniard, St?phanie Reynaud (Paulette)",89,France,French,,
610,3005554,"Fiction of the Fix, The (2013)",2013,"Short, Comedy, Romance, Sci-Fi",Cathy Sitzes,Cathy Sitzes,"Therese Garcia (August), Natasha Muse (Melody), Ellen Westberg (Arri), Jen Elks (Dinner Party Guest), Karla Dominguez (Dinner Party Guest)",10,USA,English,,"August is an adorable yet lonely butch. Despite her failings with love she remains optimistic that she'll find her one true partner. With a little magic and some items representing the best moments of her past relationships August conjures up a new sweetheart. But, just as quickly as the new love blossoms, old patterns creep back in and force her to take drastic measures"
611,3326522,Fixing Joe (2013),2013,"Short, Comedy",Andres Karu,"Andres Karu, Joe Matarese, Paul Virzi","Spike Christie (Milos the Barber), Matthew L. Imparato (Roofer), Ella Jaques (Joe's Daughter), Nicky Jaques (Joe's son), Rebecca Kush (Stephanie Matarese)",,USA,English,,"Meet Joe; a father, a husband, and a stand up comedian. Joe has issues but he's taking steps to fix them... even if they're steps in the wrong direction"
612,3246472,Don's Fix It (2013) (V),V,"Short, Comedy",Graham Rich,Tim McGeary,"Garrett Mendez (Customer), Michael Klimkowski (Don), Christine Tarbet (Wife), Graham Rich (Announcer)",,USA,English,,
613,2768330,"""Claddagh"" The Fix (2013)",2013,Drama,,"Alan Duggan, Anthony Mancini Jr","Nick Baillie (Gerry Donnelly), Isabelle Champeau (Dr. Beverley), Alan Duggan (James McGovern), Trevor Hayes (Mickey Finn), Adam Lolacher (Keiran O'Malley)",7,,,,
614,3597954,Fix (2013),2013,"Short, Drama",Boris Isakov,,,,USA,English,,
615,3408050,Just Fix It (2013),2013,"Short, Comedy",Noah Edward,"Noah Edward, Brett Newton","Brett Newton (Michael), Ksenia Valenti (Ellie)",,USA,English,,
616,4054078,Close Friends: The Movie (2014),2014,Drama,"Ricky Jean-Francois, Mckinson Souverain",Ricky Jean-Francois,"Julian Hanlan (Nathan), Austin Buda (Kevin), Kristian Hilbert (Stacy), Ashley Arielle (Tori), Nigel Hylton (Raheem)",USA:120,USA,English,,"Love, relationships, and the complexity of the Friend Zone"
617,3194914,#friendsthemovie (2013) (V),V,"Documentary, Short, Comedy, Drama, Family","Melanie Marden, Nathaniel Beaver",,"Eric Araya (Himself), Papa Joe Aviance (Himself), Jennifer Bassey (Herself), Brendon Carroll (Himself), Gregory Dylan (Himself)",4,USA,English,,"After being bedridden for weeks with a spinal cord injury I was kindly reminded how important friendships are. Without them, during trying times: you would be alone. This inspirational video consists of interviews of the amazing friends who helped me and answered the one main question, 'what does friendship mean to you?'"
618,823635,Tokyo Friends: The Movie (2006),2006,Drama,K?z? Nagayama,,"Ai Otsuka (Rei), Mao Kobayashi (Maki), Eita (Ryuji), Kuranosuke Sasaki (Kohashi), Yusuke (Kobashi)",116,Japan,Japanese,6.5 (105 votes),
619,469722,All My Crazy Friends: The Movie (1998) (V),V,Action,L. Lonnie Peralta,,"Clay Cullen (Himself), Micky M. Dymond (Himself), Randy Laine (Himself), Chris MacClugage (Himself), Jeremy McGrath (Himself)",,USA,English,8.5 (8 votes),A non-stop behind the scenes look at the most daredevil stunts ever performed on and above the water by the world's greatest PWC riders
620,1371126,Thomas & Friends: The Great Discovery - The Movie (2008),2008,"Animation, Family",Steve Asquith,Sharon Miller,Pierce Brosnan (Himself - Narrator),60,USA,English,7.0 (44 votes),"Thomas the Tank Engine rediscovers the lost railway town of Great Waterton. A new engine named Stanley is brought to help restore the town, but Thomas becomes jealous when Stanley wins over his friends"
621,4144830,#Furst (2014),2014,"Short, Action, Adventure, Musical",Dustin Robertson,Dustin Robertson,"Robbie Carroll (Madison Frame), Mike Peele (Brian Pitcher), Dustin Robertson (Jacob Furst)",15,USA,English,,"Newlyweds Jacob & Madison #FURST celebrate their first night as a married gay couple with the ghost of #FURST's dark past as a US Marine with PTSD having seen the African-American love of his life gunned down while proposing marriage to him guarding the poppy fields in Iraq. In an attempt to cure Furst of his PTSD and connection to his past, Madison concocts a master plan for Furst to assassinate a threat to gay marriage and gay rights in the name of love so he can get it out of his system once and for all. The first gay action hero comes to life with flying colors in black and white in this stylistic homage to the gay past vs the post-gay of now"
622,3518600,Storyville: Mad Dog - Gaddafi's Secret World (2014),2014,Documentary,Christopher Olgiati,,,,UK,English,6.9 (121 votes),
623,3624504,"""Helena F?rst - K?mpferin aus Leidenschaft"" (2014)",2014,Reality-TV,,,Helena F?rst (Herself / host),,Germany,German,,
624,3721826,"""World Premiere"" American Horror Story: Coven/PaleyFest 2014 (2014)",2014,,,,,,,,,
625,3973856,"""Rap Critic Reviews"" The Top 5 Worst Lyrics I've Ever Heard... This Month (August 2014) (2014)",2014,"Comedy, Music",Daren Jackson,Daren Jackson,Daren Jackson (Rap Critic),6,,,,
626,4062604,#garotas - O Filme (2015),2015,"Comedy, Drama",Alex Medeiros,Alex Medeiros,"Giovana Echeverria (Beth), Barbara Fran?a (Milena), Jeyce Valente (Carina), Ingra Liberato (Suzana), Bruno Dubeux (?ngelo)",100,Brazil,Portuguese,,"Beth, Milena, and Carina are three college students who've shared some of Rio's most wild and legendary parties for the past few semesters. After living in New York for a year, Beth returns on New Year's Eve a changed girl, willing to mend her ways and grow up. Milena and Carina, however, are not happy about their friend's change - Keen on stopping Beth form becoming ""respectable"" at all costs, they show up at her house with dozens of friends to celebrate the New Year. Before dawn, secrets will be revealed, friendships will be tested, hearts will broken, and tears (and other bodily fluids) will be spilled. As the night unfolds, we also witness past events in a seedy nightclub, which changed the lives of those three girls forever"
